DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,mix_content2,mix_smiles2,mix_wt2,mix_mol2,mix_content3,mix_smiles3,mix_wt3,mix_mol3,mix_content4,mix_smiles4,mix_wt4,mix_mol4,LOI
10.1002/app.48687,copolymer,,PA66-co-CEPPA,O=P(C1=CC=CC=C1)(CCC(NCCCCCCNC(CCCCC([Fr])=O)=O)=O)NCCCCCCNC(CCCCC([Rb])=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,PA66,98,,,CEPPA,2,,,,,,,,,,,,,,,,,,25.8
10.1016/S0141-3910(96)00068-7,copolymer,,Brominated PS (I),[Rb]CC(CC([Fr])C1=CC=C(Br)C=C1)C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC([Fr])C1=CC=C(Br)C=C1,PS,77.5,,,Brominated PS,22.5,,,,,,,,,,,,,,,,,,25.8
10.1016/j.polymdegradstab.2010.09.008,copolymer,,AN-co-MA11,CC([Fr])(CC(C#N)C[Rb])C(=O)O,N#CC([Fr])C[Rb],CC(C(O)=O)([Fr])C[Rb],PAN,,89,,MA,,11,,,,,,,,,,,,,,,,,25.9
10.1002/app.43538,copolymer,,PA66-NENP3,O=C(NCCCCCCN[Rb])CCCCC(NCCCCCCNC(C1=CC=C(C=C1)N(C(CCP(N([H])C2=CC=C(C([Fr])=O)C=C2)(C3=CC=CC=C3)=O)=O)[H])=O)=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,PA66,97,,,NENP,3,,,,,,,,,,,,,,,,,,26
10.1002/app.47488,copolymer,,1%TRFR/PA66,[H]N(P1(OCC2(COP(N(C3=CC=C(C=C3)C([Fr])=O)[H])(OC2)=O)CO1)=O)C(C=C4)=CC=C4C(NCCCCCCNC(CCCCC(NCCCCCCN[Rb])=O)=O)=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(P1(OCC2(COP(N(C3=CC=C(C=C3)C([Fr])=O)[H])(OC2)=O)CO1)=O)C(C=C4)=CC=C4C(NCCCCCCN[Rb])=O,PA66,99,,,TRFR,1,,,,,,,,,,,,,,,,,,26
10.1002/fam.2385,copolymer,,PA66-PDPPD1,O=C(NCCCCCCNC(CCCCC(NC1=CC=C(C=C1)NP(NC2=CC=C(C=C2)P(NC3=CC=C(C=C3)P(NC4=CC=C(C=C4)P(NC5=CC=C(C=C5)P(NC6=CC=C(C=C6)N[Rb])(C7=CC=CC=C7)=O)(C8=CC=CC=C8)=O)(C9=CC=CC=C9)=O)(C%10=CC=CC=C%10)=O)(C%11=CC=CC=C%11)=O)=O)=O)CCCCC([Fr])=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,PA66,98.5,,,PDPPD,1.5,,,,,,,,,,,,,,,,,,26
10.1007/BF03219026,copolymer,,FR-PBT-8,O=C([Fr])C1=CC=C(C=C1)C(OCCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCCO[Rb])=O)=O)=O,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],PBT,,92,,DOP-MBDA,,8,,,,,,,,,,,,,,,,,26
10.1016/j.matchemphys.2012.02.046,copolymer,,So-coPS30,[Rb]CC(CC([Fr])c1ccccc1)C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O,[Rb]CC(c1ccccc1)[Fr],O=C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)C([Fr])C[Rb],PS,,90.2,,AC2NP2,,9.8,,,,,,,,,,,,,,,,,26
10.1016/j.polymdegradstab.2004.04.029,homopolymer,,PMMA-co-IV,CCOP(OCC)(COC(C([Fr])(CC(C(OC)=O)(C[Rb])C)C)=O)=O,CC(C(OC)=O)([Fr])C[Rb],CC(C(OC)=O)([Fr])C[Rb],PMMA,90.9,,,phosphorylated methyl methacrylate-IV,9.1,,,,,,,,,,,,,,,,,,26
10.1016/j.polymdegradstab.2004.04.029,copolymer,,PMMA-co-VI,CCOP(OCC)(C(OC(C([Fr])(CC(C(OC)=O)(C[Rb])C)C)=O)C1=C2C=CC=CC2=CC=C1)=O,CC(C(OC)=O)([Fr])C[Rb],CCOP(OCC)(C(C1=C(C=CC=C2)C2=CC=C1)OC(C(C)([Fr])C[Rb])=O)=O,PMMA,87.8,,,phosphorylated methyl methacrylate-VI,12.2,,,,,,,,,,,,,,,,,,26
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI20,O=C(C1=CC(C(OCCOC(C2=CC=C(C(OCCO[Rb])=O)C=C2)=O)=O)=CC(N(C3=O)C(CC3C4C(C5)C=CC5C4)=O)=C1)[Fr],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,PET,,80,,DMTMI20,,20,,,,,,,,,,,,,,,,,26
10.1016/j.polymer.2015.01.030,copolymer,,PETP5,O=C(C1=CC=C(C=C1)C(OCCOC(C2=CC3=C(OC4=C(P3(C5=CC=CC=C5)(C6=CC=CC=C6)=O)C=C(C=C4)C(OCCO[Fr])=O)C=C2)=O)=O)OCCO[Rb],O=C(C1=CC=C(C=C1)C(O[Fr])=O)OCCO[Rb],O=C(OCCO[Rb])C1=CC2=C(C=C1)OC3=C(C=C(C(OCCO[Fr])=O)C=C3)P2(C4=CC=CC=C4)=O,PET,,95,,DCPPO-Ph,,5,,,,,,,,,,,,,,,,,26
10.1016/j.polymer.2015.01.030,copolymer,,PETI3-K,O=C(OCCO[Rb])C1=CC=C(C(OCCOC(C2=CC=C(C3)C(P(C4=C3C=CC(C(OCCO[Fr])=O)=C4)(O[K])=O)=C2)=O)=O)C=C1,O=C(OCCO[Rb])C1=CC=C(C(O[Fr])=O)C=C1,O=C(C1=CC=C(C2)C(P(C3=C2C=CC(C(OCCO[Fr])=O)=C3)(O[K])=O)=C1)O[Rb],PET,,97,,DHPPO-K,,3,,,,,,,,,,,,,,,,,26
10.1021/ie1006917,copolymer,,PTTP5,O=C([Fr])C1=CC=C(C(OCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCO[Rb])=O)=O)=O)C=C1,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,PTT,95,,,DDP,5,,,,,,,,,,,,,,,,,,26
10.1039/C3PY01030A,copolymer,,PETI5,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCOC(C4=CC=C(C(OCCO[Rb])=O)C=C4)=O)=O)C=C13.[Na+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],PET,,100,,DHPPO-Na,,4.76,,,,,,,,,,,,,,,,,26
10.3969/j.issn.1001-3539.2015.07.005,copolymer,,FR-PA66,O=C(CCCCC(NCCCCCCNC(C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1)=O)=O)ONCCCCCCN[Rb],O=C(CCCCC([Fr])=O)ONCCCCCCN[Rb],O=C(NCCCCCCN[Rb])C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1,PA66 salt,2,,,BNPPO salt,98,,,,,,,,,,,,,,,,,,26
10.3969/j.issn.1001-3539.2015.11.002,copolymer,,FR-PA66,O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)NC(CCCCC(NCCCCCCN[Rb])=O)=O)=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],O=C([Fr])CCCCC(NCCCCCCN[Rb])=O,O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)N[Rb])=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],PA66 salt,3,,,PDPPD salt,97,,,,,,,,,,,,,,,,,,26
10.1002/(SICI)1097-4628(19970110)63:2<195::AID-APP7>3.0.CO;2-Q,homopolymer,,,,[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)[Rb])(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,26
10.1016/S0141-3910(96)00126-7,homopolymer,,,,[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)OC)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,26
10.1039/C5PY01938A,homopolymer,,,,[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,,,,,,,,,,,,,26
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA2b,[Fr]C(CCCCCNC(C1=CC(C(NCCCCCC([Rb])=O)=O)=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=C1)=O)=O,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,PA6,,100,,DPA,,2,,,,,,,,,,,,,,,,,26.1
10.1016/j.polymer.2016.05.053,homopolymer,,,,[Fr]CN(c1ccccc1)Cc1c(O)ccc(c1[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(CCC(=O)O)C,,,,100,,,,0,,,,,,,,,,,,,,,,,26.1
10.1016/j.jhazmat.2020.122040,copolymer,,EKE5PET,O=C(C1=CC=C(C=C1)C(OCCO[Rb])=O)OCCOC2=CC=C(C=C2)OC3=CC=C(C=C3)C(C4=CC=C(C=C4)OC5=CC=C(C=C5)OCCOC([Fr])=O)=O,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C(C1=CC=C(OC2=CC=C(OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O)C=C2)C=C1)C4=CC=C(OC5=CC=C(OCCO[Rb])C=C5)C=C4,PET,,100,,EKE,,5,,,,,,,,,,,,,,,,,26.2
10.1016/j.matchemphys.2005.09.013,copolymer,,PET/TLCP,O=C([Fr])C1=CC=C(OC(C2=CC=CC=C2C(OC3=CC=C(OC(C4=CC=C(C(OCCO[Rb])=O)C=C4)=O)C=C3P5(OC(C=CC=C6)=C6C7=C5C=CC=C7)=O)=O)=O)C=C1,[Fr]C(C1=CC=C(C(OCCO[Rb])=O)C=C1)=O,O=C([Fr])C1=CC=C(OC(C2=CC=CC=C2C(OC3=CC=C(O[Rb])C=C3P4(OC(C=CC=C5)=C5C6=C4C=CC=C6)=O)=O)=O)C=C1,PET,,98,,TLCP,,2,,,,,,,,,,,,,,,,,26.2
10.1016/j.reactfunctpolym.2020.104631,copolymer,,MMA/HPD-10,CCOP(COP(OCCOC(C(CC(C[Rb])(C(OC)=O)C)[Fr])=O)(C1=CC=CC=C1)=O)(OCC)=O,CC(C(OC)=O)([Fr])C[Rb],O=C(OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O)C([Fr])C[Rb],PMMA,,90,,HPD,,10,,,,,,,,,,,,,,,,,26.2
10.1016/j.reactfunctpolym.2020.104631,copolymer,,MMA-HPD10,O=C(C(CC(C(OC)=O)(C)C[Rb])[Fr])OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O,CC(C(OC)=O)([Fr])C[Rb],CCOP(COP(OCCOC(C([Fr])C[Rb])=O)(C1=CC=CC=C1)=O)(OCC)=O,PMMA,90,,,HPD,10,,,,,,,,,,,,,,,,,,26.2
10.1016/S0141-3910(96)00069-9,copolymer,,boronated-PS,[Rb]CC(CC(C1=CC=C(B(O)O)C=C1)[Fr])C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC(C1=CC=C(B(O)O)C=C1)[Fr],PS,77.1,,,boronated-PS,22.9,,,,,,,,,,,,,,,,,,26.2
10.3390/ma13010127,copolymer,,PS-20,O=C(OCP1(=O)OC2=C(C=CC=C2)C2=CC=CC=C21)C([Fr])CC(C[Rb])C1=CC=CC=C1,[Rb]CC([Fr])C1=CC=CC=C1,O=C(OCP1(OC2=C(C3=CC=CC=C31)C=CC=C2)=O)C([Fr])C[Rb],PS,,80,,DOPOAA,,20,,,,,,,,,,,,,,,,,26.3
10.1007/s10924-022-02466-6,copolymer,,PA56-1.0DDP,O=C(CCCCC(=O)NCCCCCNC(=O)CC(CP1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)[Fr])NCCCCCN[Rb],O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,PA56,,100,,,,1,,,,,,,,,,,,,,,,,26.4
10.1016/j.polymdegradstab.2010.09.008,copolymer,,AN-co-MA22,CC([Fr])(CC(C#N)C[Rb])C(=O)O,N#CC([Fr])C[Rb],CC(C(O)=O)([Fr])C[Rb],PAN,,78.4,,MA,,21.6,,,,,,,,,,,,,,,,,26.4
10.1002/pat.3261,copolymer,,polystyrene,[Rb]CC(CC([Fr])C(NCOP(C)(OCP1(OC2=C(C=CC=C2)C3=CC=CC=C31)=O)=O)=O)C4=CC=CC=C4,[Rb]CC([Fr])C1=CC=CC=C1,O=C(NCOP(C)(OCP1(OC2=C(C3=CC=CC=C31)C=CC=C2)=O)=O)C([Fr])C[Rb],PS,40,,,DMPMA,10,,,,,,,,,,,,,,,,,,26.5
10.1002/pat.3261,copolymer,,DPS-20,O=C(C(CC(C1=CC=CC=C1)C[Rb])[Fr])NCOP(C)(OCP2(OC3=C(C=CC=C3)C4=CC=CC=C42)=O)=O,[Rb]CC([Fr])C1=CC=CC=C1,CP(OCNC(C([Fr])C[Rb])=O)(OCP1(OC2=C(C=CC=C2)C3=CC=CC=C31)=O)=O,PS,40,,,DMPMA,10,,,,,,,,,,,,,,,,,,26.5
10.1007/s00289-016-1652-0,copolymer,,IIIA,O=C(OCCCCOC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OCCCCO[Rb])CCC([Fr])=O,OCCCCOC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OCCCCO,ClC(C1=CC=C(C=C1)C(Cl)=O)=O,BPPZ,,50,,ClA,,50,,,,,,,,,,,,,,,,,26.5
10.1016/j.polymdegradstab.2014.06.003,copolymer,,PCTD20,[Rb]OCCOc1cc(P2(Oc3c(c4ccccc42)cccc3)=O)c(OCCOC(c5ccc(C(OCC6CCC(COC(c7ccc(C([Fr])=O)cc7)=O)CC6)=O)cc5)=O)cc1,[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,PCT,,80,,DOPO-HQ-HE,,20,,,,,,,,,,,,,,,,,26.5
10.1039/C6RA17108G,copolymer,,PA-3,[Rb]NCCCCCNC(CCCCC(NCCCCCNC(C(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)=O)=O)=O,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)NCCCCCN[Rb],PA,95,,,DDPDA,5,,,,,,,,,,,,,,,,,,26.5
10.1007/s00289-016-1652-0,homopolymer,,,,[Fr]OCCCOc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OCCCOC(=O)CCC(=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,26.5
10.1016/S0141-3910(00)00141-5,homopolymer,,,,CCOP(OCC)(C(C1=C(C=CC=C2)C2=CC=C1)OC(C(C)([Fr])C[Rb])=O)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,26.6
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA5-co-PET,O=C(C1=CC=C(C=C1)C(OP(O[Mg]OP([Fr])(C2=CC=CC=C2)=O)(C3=CC=CC=C3)=O)=O)OCCO[Rb],O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],PET,100,,,MH-PPOA,5,,,,,,,,,,,,,,,,,,26.7
10.1002/pola.22636,copolymer,,PPETI3,O=C(OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O)C2=CC=C(C(OCCOC(CCP(C3=CC=CC=C3)([O-])=O)=O)=O)C=C2.[Na+].[Na+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],PET,,97,,SHPPP,,3,,,,,,,,,,,,,,,,,26.8
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA3b,[Fr]C(CCCCCNC(C1=CC(C(NCCCCCC([Rb])=O)=O)=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=C1)=O)=O,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,PA6,,100,,DPA,,3,,,,,,,,,,,,,,,,,26.8
10.1002/pi.1946,copolymer,,PAN-co-DEpVBnP4,CCOP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OCC)=O,N#CC([Fr])C[Rb],O=P(OCC)(OCC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,93.9,,DEpVBnP,,6.1,,,,,,,,,,,,,,,,,26.9
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-4,[Rb]NCCCCCNC(CCCCC(NCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)=O)=O)=O,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],PA,96,,,DOPDA,4,,,,,,,,,,,,,,,,,,26.9
10.1016/S0141-3910(96)00068-7,copolymer,,Brominated PS (E),[Rb]CC(CC([Fr])C1=CC=C(Br)C=C1)C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC([Fr])C1=CC=C(Br)C=C1,PS,42.5,,,Brominated PS,57.5,,,,,,,,,,,,,,,,,,26.9
10.1021/ie1006917,copolymer,,PTTP8,O=C([Fr])C1=CC=C(C(OCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCO[Rb])=O)=O)=O)C=C1,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,PTT,92,,,DDP,8,,,,,,,,,,,,,,,,,,26.9
10.1002/app.48687,copolymer,,PA66-co-CEPPA,O=P(C1=CC=CC=C1)(CCC(NCCCCCCNC(CCCCC([Fr])=O)=O)=O)NCCCCCCNC(CCCCC([Rb])=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,PA66,96,,,CEPPA,4,,,,,,,,,,,,,,,,,,27
10.1002/pola.22636,copolymer,,PPETI5,O=C(OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O)C2=CC=C(C(OCCOC(CCP(C3=CC=CC=C3)([O-])=O)=O)=O)C=C2.[Na+].[Na+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],PET,,95,,SHPPP,,5,,,,,,,,,,,,,,,,,27
10.1007/BF03219026,copolymer,,FR-PBT-10,O=C([Fr])C1=CC=C(C=C1)C(OCCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCCO[Rb])=O)=O)=O,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],PBT,,90,,DOP-MBDA,,10,,,,,,,,,,,,,,,,,27
10.1016/j.polymer.2024.126780,copolymer,,PA6-co-HPI20,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C(NCCCCCC([Rb])=O)=O)=O)=O)=O,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,PA6,,100,,HPI,,20.9,,,,,,,,,,,,,,,,,27
10.1016/j.polymer.2024.126780,copolymer,,PA 6-co-HPI20,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(C1=CC2=C(C(N(C3=CC=C(C(NCCCCCCN[Rb])=O)C=C3O)C2=O)=O)C=C1)=O,,,100,,,,20,,,,,,,,,,,,,,,,,27
10.1016/j.polymer.2024.126780,copolymer,,PA 6-co-IMP1,,[Fr]C(CCCCCN[Rb])=O,[Fr]NC1=CC=C(N=CC2=CC=C(OP(OC3=CC=C(C=NC4=CC=C(NC(CCCCC([Rb])=O)=O)C=C4)C=C3)(C5=CC=CC=C5)=O)C=C2)C=C1,,,100,,,,1,,,,,,,,,,,,,,,,,27
10.1177/0954008315580822,homopolymer,,,,[Fr]CN(c1ccccc1C)Cc1c(O)ccc(c1[Rb])/C=N/CC/N=C/c1ccc2c(c1)CN(CO2)c1ccccc1C,,,,100,,,,0,,,,,,,,,,,,,,,,,27
10.1002/pol.1981.170191101,homopolymer,,,,[Fr]OC1=CC=C(C=C1)C(N2)(C3=CC=C(C=C3)OC([Rb])=O)C4=CC=CC=C4C2=O,,,,100,,,,0,,,,,,,,,,,,,,,,,27
10.1177/0954008317752073,homopolymer,,,,[Fr]Oc1ccc(cc1)/C=N/c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,27
10.1002/pola.1993.080311303,homopolymer,,,,CCCCCCCCCCCCCCCc1cccc(c1)OP(=O)(Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)O[Fr])(C)C)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,27
10.1007/s12034-009-0054-4,copolymer,,FR-PA66,[Fr]C(C1=CC=C(C=C1)P(C(C=C2)=CC=C2C(NCCCCCCNC(CCCCC(NCCCCCCN[Rb])=O)=O)=O)(C3=CC=CC=C3)=O)=O,[Fr]C(C1=CC=C(C=C1)P(C(C=C2)=CC=C2C([Rb])=O)(C3=CC=CC=C3)=O)=O,O=C(NCCCCCCN[Fr])CCCCC(NCCCCCCN[Rb])=O,BCPPO,7,,,AH salt,93,,,,,,,,,,,,,,,,,,27.2
10.1016/j.matchemphys.2005.09.013,copolymer,,PET/TLCP,O=C([Fr])C1=CC=C(OC(C2=CC=CC=C2C(OC3=CC=C(OC(C4=CC=C(C(OCCO[Rb])=O)C=C4)=O)C=C3P5(OC(C=CC=C6)=C6C7=C5C=CC=C7)=O)=O)=O)C=C1,[Fr]C(C1=CC=C(C(OCCO[Rb])=O)C=C1)=O,O=C([Fr])C1=CC=C(OC(C2=CC=CC=C2C(OC3=CC=C(O[Rb])C=C3P4(OC(C=CC=C5)=C5C6=C4C=CC=C6)=O)=O)=O)C=C1,PET,,95,,TLCP,,5,,,,,,,,,,,,,,,,,27.2
10.1039/D0RA07822K,copolymer,,Polyamide66(PA66),[Rb]NCCCCCCNC(CCCCC(NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O)=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,[Rb]NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O,PA66salt,94,,,CPPOA,6,,,,,,,,,,,,,,,,,,27.2
10.1039/D0RA07822K,copolymer,,FRPA66-6,O=C([Fr])CCP(=O)(OCCOC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCN[Rb])C1=CC=CC=C1,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NCCCCCCN[Rb])CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O,PA66,94,,,CPPOA,6,,,,,,,,,,,,,,,,,,27.2
10.1002/pola.22636,copolymer,,PPETI10,O=C(OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O)C2=CC=C(C(OCCOC(CCP(C3=CC=CC=C3)([O-])=O)=O)=O)C=C2.[Na+].[Na+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],PET,,90,,SHPPP,,10,,,,,,,,,,,,,,,,,27.3
10.1007/s10904-022-02495-7,copolymer,,PNP15,O=C(OCCOP(=O)(OC1=CC=CC=C1)N1CCN(C2=CC=CC=C2)CC1)C(C[Rb])CC(C[Fr])C1=CC=CC=C1,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],PS,,85,,PPPEM,,15,,,,,,,,,,,,,,,,,27.3
10.1016/S0141-3910(96)00069-9,copolymer,,boronated-PS,[Rb]CC(CC(C1=CC=C(B(O)O)C=C1)[Fr])C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC(C1=CC=C(B(O)O)C=C1)[Fr],PS,75.9,,,boronated-PS,24.1,,,,,,,,,,,,,,,,,,27.3
10.1039/D3TA01200J,homopolymer,,,,[Rb]C1=CC=C(C(C)(C2=CC=C(OC(O[Fr])=O)C=C2)C)C=C1,,,,100,,,,0,,,,,,,,,,,,,,,,,27.3
10.1039/C5PY01938A,homopolymer,,,,[Rb]OCCOc1ccc(cc1)C(=O)c1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,,,,,,,,,,,,,27.3
