DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,Tg
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56,,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],,100,,,,0,,,,,,58.3
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-2,,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],,98,,,,2,,,,,,58.9
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-4,,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],,96,,,,4,,,,,,58.9
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-6,,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],,94,,,,6,,,,,,66.3
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-8,,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],,92,,,,8,,,,,,69.4
10.1021/ie1006917,copolymer,,PTT,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,100,,,,0,,,,,,39.15
10.1021/ie1006917,copolymer,,PTTP3,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,97,,,,3,,,,,,39.89
10.1021/ie1006917,copolymer,,PTTP5,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,95,,,,5,,,,,,41.94
10.1021/ie1006917,copolymer,,PTTP8,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,92,,,,8,,,,,,42.23
10.1021/ie1006917,copolymer,,PTTP10,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,90,,,,10,,,,,,46.78
10.1016/S0141-3910(01)00184-7,copolymer,,PMMA/DEMMP10,,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C[Rb],,,90,,,,10,,,,,117
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHF,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,0,,,,,14
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC10,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,10,,,,,4.9
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC2.5,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,2.5,,,,,8.6
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC5,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,5,,,,,7.8
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC7.5,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,7.5,,,,,61.9
10.1002/pat.4784,copolymer,,PMMA,,CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],,100,,,,0,,,,,,102.4
10.1016/j.polymdegradstab.2006.04.032,copolymer,,PMMA10,,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCCOP(O)(OC1=CC=CC=C1)=O)=O)([Fr])C[Rb],,90,,,,10,,,,,,103
10.1016/j.polymdegradstab.2006.04.032,copolymer,,PMMA15,,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCCOP(O)(OC1=CC=CC=C1)=O)=O)([Fr])C[Rb],,85,,,,15,,,,,,101
10.1016/j.polymdegradstab.2006.04.032,copolymer,,PMMA20,,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCCOP(O)(OC1=CC=CC=C1)=O)=O)([Fr])C[Rb],,80,,,,20,,,,,,98
10.1016/j.polymdegradstab.2006.04.032,copolymer,,PMMA5,,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCCOP(O)(OC1=CC=CC=C1)=O)=O)([Fr])C[Rb],,95,,,,5,,,,,,105
10.1002/pat.4784,copolymer,,PMMA-co-BDPA-10,,CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],,90,,,,10,,,,,,115.2
10.1002/pat.4784,copolymer,,PMMA-co-BDPA-15,,CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],,85,,,,15,,,,,,116.4
10.1002/pat.4784,copolymer,,PMMA-co-BDPA-5,,CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],,95,,,,5,,,,,,104.6
10.1002/(SICI)1097-4628(19990404)72:1%3C109::AID-APP12%3E3.0.CO;2-Q,copolymer,,PA07,,O=C(O[Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C([Fr])C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(OCCO[Rb])=O,,99.3,,,,0.7,,,,,,77.2
10.1002/(SICI)1097-4628(19990404)72:1%3C109::AID-APP12%3E3.0.CO;2-Q,copolymer,,PA12,,O=C(O[Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C([Fr])C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(OCCO[Rb])=O,,98.8,,,,1.2,,,,,,77.2
10.1002/(SICI)1097-4628(19990404)72:1%3C109::AID-APP12%3E3.0.CO;2-Q,copolymer,,PA20,,O=C(O[Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C([Fr])C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(OCCO[Rb])=O,,98,,,,2,,,,,,77
10.1002/(SICI)1097-4628(19990404)72:1%3C109::AID-APP12%3E3.0.CO;2-Q,copolymer,,PA30,,O=C(O[Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C([Fr])C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(OCCO[Rb])=O,,97,,,,3,,,,,,76.8
10.1016/S0141-3910(01)00184-7,composite,PMMA,PMMA+DEEP,,CC(C(OC)=O)([Fr])C[Rb],,PMMA,81.3,,,,,,DEEP,CCOP(CC)(OCC)=O,18.7,,70
